name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chennai,2023-03-21,32,27.1,29.4,41.2,30.8,35.8,25.6,80,0,0,0,rain,0,,29.2,17.8,172.2,1007.3,53.8,5.6,285.5,24.8,10,60,2023-03-21T06:12:43,2023-03-21T18:19:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-22,32.7,27.5,29.9,42.9,31.6,37.2,26,80.3,0,0,0,rain,0,,28.1,22.8,173.7,1007.8,50.4,5.9,300.7,25.9,10,75,2023-03-22T06:12:03,2023-03-22T18:19:55,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-23,31,27.9,29.2,42.3,31.3,36.1,26,83.4,1.243,100,4.17,rain,0,,32,22,179.8,1008.1,62.5,5.6,260.4,22.4,9,60,2023-03-23T06:11:23,2023-03-23T18:19:59,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-24,32.3,26.6,29.3,41.6,26.6,35.4,25.6,80.9,0,0,0,rain,0,,30.6,20.6,180.8,1008.4,45.7,5.9,297.3,25.6,10,60,2023-03-24T06:10:43,2023-03-24T18:20:03,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-25,32,27.8,29.7,42.3,32.5,37,26.2,81.7,0,0,0,,0,,32,20.3,176.5,1009.6,46.2,6.2,304.4,26.5,10,60,2023-03-25T06:10:03,2023-03-25T18:20:07,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-26,32.4,27.3,29.8,40.3,31.1,36.6,25.7,79.3,0,0,0,,0,,23.8,20.6,128,1008.9,49.1,6.1,268,23.2,9,30,2023-03-26T06:09:23,2023-03-26T18:20:11,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-27,33,28,30.1,43,33.2,37.1,25.8,78.2,0,0,0,,0,,28.1,20.6,49,1008.2,38.7,6.1,300.6,26,10,60,2023-03-27T06:08:43,2023-03-27T18:20:15,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-28,32.7,28,30.1,43.2,33.2,37.6,26.1,79.3,0,0,0,,0,,30.2,16.8,211.1,1008.8,48.8,6.4,312.8,27.1,10,30,2023-03-28T06:08:03,2023-03-28T18:20:19,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-29,31.9,27.4,29.6,40.3,31.4,35.4,25,77,0,0,0,,0,,29.2,20.6,193.1,1009.7,32.1,6.4,299.1,25.9,10,30,2023-03-29T06:07:23,2023-03-29T18:20:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-30,31.6,27,29.1,38.2,30.2,34.3,24.7,77.2,0,0,0,,0,,28.8,20.6,220.9,1009.1,33.7,6.4,302.1,26,10,10,2023-03-30T06:06:43,2023-03-30T18:20:27,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-03-31,32.1,26.6,29.1,38.6,26.6,34.5,24.9,78.3,0,0,0,,0,,31.7,28.8,216.6,1008,28,6.2,316.7,27.5,10,60,2023-03-31T06:06:03,2023-03-31T18:20:31,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-01,32.4,27.3,29.6,42.2,31,36.1,25.6,79.6,0,0,0,rain,0,,32,23.9,163.8,1008.4,39.9,6.5,268.8,23.2,10,75,2023-04-01T06:05:23,2023-04-01T18:20:34,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-02,32.2,28.1,29.9,42.2,33.7,37.1,25.9,79.6,0,0,0,rain,0,,38.2,24.2,152.7,1008,53.7,5.9,299.8,26,10,75,2023-04-02T06:04:44,2023-04-02T18:20:38,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-03,32.3,28.4,30,41.5,34.4,36.9,25.7,78.5,0,0,0,rain,0,,34.6,27.1,154.9,1008.3,48.3,6.3,299.3,25.9,10,75,2023-04-03T06:04:05,2023-04-03T18:20:43,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-04,32.7,27.9,30,39.4,33.1,36.1,25.1,75.9,0,0,0,rain,0,,34.6,25.6,165.5,1009.3,55.5,6.3,303.8,26.3,10,75,2023-04-04T06:03:25,2023-04-04T18:20:47,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-05,32.8,27.8,29.9,40.6,32.5,36.7,25.8,79.1,0,0,0,,0,,30.6,24.9,160.9,1009,34.9,6.8,313.9,27.1,10,75,2023-04-05T06:02:46,2023-04-05T18:20:51,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-06,33.2,27.6,29.9,42.1,32.1,36.4,25.6,78.7,0,0,0,rain,0,,27,26.3,159.8,1009.4,39.8,6.6,316.5,27.3,10,75,2023-04-06T06:02:08,2023-04-06T18:20:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-07,32.5,27.3,29.5,39.4,31.1,35.4,25.1,77.7,0,0,0,,0,,23.8,22,129,1011,41.4,6.4,319.8,27.5,10,75,2023-04-07T06:01:29,2023-04-07T18:21:00,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-08,32.1,26.6,29.1,38,26.6,33.8,24.4,76.3,0,0,0,,0,,20.2,19.6,122.4,1012.3,40.1,6.2,320.5,27.7,10,30,2023-04-08T06:00:51,2023-04-08T18:21:05,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-09,32,27,29.5,37,29.9,34.6,24.3,74.2,0,0,0,,0,,17.6,18.2,106,1012.5,48.9,6.2,317.3,27.5,10,60,2023-04-09T06:00:13,2023-04-09T18:21:10,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-10,32.2,26.7,29.3,38.2,29.4,34.5,24.7,77,0,0,0,,0,,16.2,23.1,101.1,1011,40.6,6.4,321.8,27.8,10,30,2023-04-10T05:59:36,2023-04-10T18:21:15,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-11,33.2,26.1,29.8,38.2,26.1,34.6,23.5,73.4,0,0,0,,0,,16.2,21.6,113.1,1010.6,27.6,10,327.7,28.2,10,10,2023-04-11T05:58:59,2023-04-11T18:21:20,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-12,34.4,26.2,30,41,26.2,34.6,23.9,71.1,0,0,0,,0,,19.8,14.4,140.8,1010.3,25,6.3,329.8,28.4,10,10,2023-04-12T05:58:22,2023-04-12T18:21:25,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-04-13,34.5,25.8,30.1,41.7,25.8,34.5,23.4,70.6,0,0,0,,0,,22,14,166.1,1009.8,19.6,9.8,327.9,28.2,10,8,2023-04-13T05:57:45,2023-04-13T18:21:31,0.75,Clear,Clear conditions throughout the day.,clear-day,"VOMM,43279099999,AUCE,43278099999,remote"
chennai,2023-04-14,35,26,30.6,41.9,26,35.2,23.5,69.3,0,0,0,,0,,26.3,25.2,200.8,1009.5,24,7.5,323.8,28,10,15,2023-04-14T05:57:09,2023-04-14T18:21:37,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-15,35.2,26.7,30.8,41.7,29.8,35.9,23.9,68.8,0,0,0,,0,,19.1,17.5,174.8,986.8,28.6,5.7,265.6,22.9,10,15,2023-04-15T05:56:34,2023-04-15T18:21:43,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-16,34.9,27.4,30.6,40.9,31.6,35.9,24.1,69.6,0,0,0,,0,,31.3,18.2,223.7,1007.7,25.7,6.1,322.8,27.8,10,30,2023-04-16T05:55:59,2023-04-16T18:21:49,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-17,35.9,27.5,31,40.1,31.6,36.2,23.8,68,0,0,0,,0,,28.1,17.5,255.4,1008.1,24.7,6.8,329.3,28.4,10,10,2023-04-17T05:55:24,2023-04-17T18:21:56,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-18,33.6,27.5,30.5,44.4,31.6,37.6,25.7,76.1,0,0,0,,0,,25.2,14.9,134.6,1009,24.9,5.6,326,28.2,10,30,2023-04-18T05:54:50,2023-04-18T18:22:03,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-19,35.1,27,30.7,44.2,30.6,37.5,25.5,75.1,0,0,0,,0,,28.8,16.8,198.5,1007.1,19.7,5.8,327.7,28.4,10,30,2023-04-19T05:54:16,2023-04-19T18:22:10,0.97,Clear,Clear conditions throughout the day.,clear-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-20,37,28.4,31.5,47.6,31.7,39.2,25.8,73.1,0,0,0,,0,,35.3,28.8,211.9,1005.2,24.3,6.3,321.5,27.7,10,100,2023-04-20T05:53:43,2023-04-20T18:22:18,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-21,35.2,28.8,31.6,46.2,35.1,41.1,26.8,76.6,0,0,0,,0,,35.6,21.7,204.9,1005.1,33.5,5.8,321.8,27.8,10,100,2023-04-21T05:53:10,2023-04-21T18:22:25,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-22,34.2,29.4,31.1,46.4,37.1,41.1,27.2,80.3,1.274,100,4.17,rain,0,,32.8,19.2,212.2,1005.5,55.8,5.4,313.8,27,10,100,2023-04-22T05:52:38,2023-04-22T18:22:33,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-23,34.8,29.4,31.5,48.4,37.1,41.3,26.9,77.1,0.027,100,4.17,rain,0,,36.4,18.5,191.9,1005.8,59.6,5.3,204.2,17.8,9,100,2023-04-23T05:52:07,2023-04-23T18:22:42,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-24,34.2,28.7,31.1,45,34.3,39.9,26.4,76.5,0,0,0,rain,0,,30.2,21.4,156.2,1004.8,61.1,5.6,316.3,27.5,10,100,2023-04-24T05:51:36,2023-04-24T18:22:50,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-25,34.3,29,31.3,46.2,34.5,40.9,26.9,77.9,0.549,100,4.17,rain,0,,27.4,18.2,134.9,1008.2,54,5.8,312.1,26.8,10,100,2023-04-25T05:51:06,2023-04-25T18:22:59,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-04-26,33.7,28.1,30.8,42,33.3,38.7,25.9,76.3,0.1,100,4.17,rain,0,,22.7,18.1,84.6,1008,43.6,6.7,311.9,27.2,10,75,2023-04-26T05:50:36,2023-04-26T18:23:09,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-27,33.7,28,31.2,43.4,32.9,39.4,26,74.4,0,0,0,,0,,22,14,142.8,1008.1,49.6,5.5,297.7,25.8,10,75,2023-04-27T05:50:07,2023-04-27T18:23:18,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-28,34.1,28.6,31.3,45.2,35.4,40.3,26.6,76.5,0,0,0,rain,0,,24.1,20.3,148.2,1008.5,41.6,5.7,284.1,24.6,10,75,2023-04-28T05:49:39,2023-04-28T18:23:28,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-29,34,29.1,31.1,44.4,35.9,39.7,26.4,76.7,0,0,0,,0,,37.1,22.3,152.8,1008.1,43.4,6,313.8,27.2,10,75,2023-04-29T05:49:11,2023-04-29T18:23:38,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-04-30,35,28,31.1,43.3,33.5,38.8,25.8,74.5,0,0,0,rain,0,,24.8,20.3,182,1006.6,47.2,5.9,276,23.7,9,60,2023-04-30T05:48:44,2023-04-30T18:23:49,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-01,32.9,26.1,29.6,42,26.1,36.3,25.8,80.7,8.117,100,8.33,rain,0,,24.1,19.2,152.9,1006.5,76.7,5.4,210.3,18.1,8,60,2023-05-01T05:48:18,2023-05-01T18:24:00,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-02,30.9,24.9,28.1,38.7,24.9,32.8,25.2,84.4,28.578,100,12.5,rain,0,,23,21.6,166.3,1007.9,84.6,5.5,36.9,3.2,2,10,2023-05-02T05:47:52,2023-05-02T18:24:11,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-03,30.6,26.7,28.9,39.5,30,35.2,25.9,83.9,7.936,100,8.33,rain,0,,23.4,16.7,147.3,1007.9,66.8,5.4,258.8,22.3,9,30,2023-05-03T05:47:28,2023-05-03T18:24:23,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-04,33.3,26.7,30.2,42.4,29.7,36.8,25.3,75.6,0.1,100,4.17,rain,0,,16.9,17.8,135.6,1007.1,60.7,6.1,266.3,23,9,60,2023-05-04T05:47:04,2023-05-04T18:24:35,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-05,33.4,26,30,42.6,26,36.6,25.5,77.1,0.6,100,4.17,rain,0,,20.2,16.8,203.1,1006.2,67.6,7,114.4,9.9,6,60,2023-05-05T05:46:40,2023-05-05T18:24:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-06,33.6,27.3,29.8,43.1,31.2,36.2,25,77.5,0,0,0,rain,0,,23.4,15.4,204.9,1005.7,82.6,7.9,152.1,13,7,30,2023-05-06T05:46:18,2023-05-06T18:25:00,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-07,34,27.4,30.2,45.2,30.9,37.4,25.6,77.1,0.3,100,4.17,rain,0,,19.4,18.4,241,1005.6,86.4,6.3,212.3,18.5,9,60,2023-05-07T05:45:56,2023-05-07T18:25:13,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-08,34,26.5,30.2,46.6,26.5,37.1,25.6,76.8,0,0,0,,0,,20.9,18.5,113.9,1005,48.1,6,306.5,26.6,10,60,2023-05-08T05:45:35,2023-05-08T18:25:26,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-09,33.8,28.4,31.1,44.6,33.9,39.5,26.3,76.2,0,0,0,,0,,20.5,13.5,179.9,1005.4,38.3,5.5,299,25.7,10,75,2023-05-09T05:45:15,2023-05-09T18:25:40,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-10,34.1,28.9,31.2,45,36,39.8,26.3,76.2,0,0,0,,0,,21.6,19.2,187.2,1004.6,53.9,5.8,237.6,20.6,9,75,2023-05-10T05:44:56,2023-05-10T18:25:54,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-11,33.9,28.3,30.5,44.5,34.1,39.1,26.6,80.2,0,0,0,,0,,19.4,33.8,225.2,1005.5,75.3,4.6,184.9,15.9,6,75,2023-05-11T05:44:37,2023-05-11T18:26:08,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-12,35.5,28.9,31.3,45.5,36.7,40.6,26.8,78.1,0,0,0,,0,,35.6,35.1,237.4,1006.2,86.6,4.6,232.3,20,9,60,2023-05-12T05:44:20,2023-05-12T18:26:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-13,35.9,29.5,32.1,46.4,38,41.3,26.4,72.8,0,0,0,,0,,45.7,31.3,241.3,1006.1,82.3,5.2,190.1,16.7,8,50,2023-05-13T05:44:03,2023-05-13T18:26:37,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-14,37.7,29.7,33.1,46.2,34.8,41,25.2,64.9,0,0,0,,0,,50,28.1,262.5,1005.1,73.2,5.6,239.2,20.7,8,50,2023-05-14T05:43:47,2023-05-14T18:26:53,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-15,36.5,29.7,32.7,47.6,37.5,43.4,27,72.9,0,0,0,,0,,34.2,19.6,254,1005.9,57,5.5,312.5,26.9,10,60,2023-05-15T05:43:32,2023-05-15T18:27:08,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-16,38.2,30.1,33,46.1,38.9,42.7,26.4,69.9,0,0,0,,0,,41.4,20.3,279.4,1007.2,40.3,5.6,313.3,27.1,10,100,2023-05-16T05:43:18,2023-05-16T18:27:24,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-17,35.5,30.6,32.2,53.1,40.2,44.3,27.9,78.5,0,0,0,,0,,41.4,21.4,242,1008.3,34.3,5.5,315.8,27.4,10,100,2023-05-17T05:43:04,2023-05-17T18:27:40,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-18,35.2,29.4,31.6,49,36.9,42.6,27.6,79.7,0,0,0,,0,,45.4,19.2,233.5,1009.6,38.9,5.6,316.9,27.3,10,100,2023-05-18T05:42:52,2023-05-18T18:27:56,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-19,35.4,29.4,31.8,50.4,35.7,42,27.1,76.8,0,0,0,,0,,40.3,23.5,231.2,1008.3,26.5,6,318.1,27.5,10,100,2023-05-19T05:42:40,2023-05-19T18:28:13,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-20,35.8,29.2,31.8,49,36.4,42.6,27.5,78.4,0,0,0,,0,,42.5,24.2,236.2,1007.6,26.6,6,317.3,27.2,10,100,2023-05-20T05:42:29,2023-05-20T18:28:29,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-21,34.5,28,31.6,46.4,32.7,41.4,26.9,77.2,0,0,0,,0,,38.2,19.2,246.2,1008.7,53.8,5.6,313.9,27,10,100,2023-05-21T05:42:19,2023-05-21T18:28:46,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-22,34.3,29.5,31.5,49.3,37.8,42.1,27.4,79.3,0,0,0,rain,0,,35.3,16,213.5,1009.5,46.4,5.5,313.9,27.1,10,100,2023-05-22T05:42:10,2023-05-22T18:29:03,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-23,35.7,29.1,32,47,36.4,40.8,26.2,72.6,0,0,0,,0,,37.1,22.3,255.5,1009.5,28.8,6.4,310,26.6,10,100,2023-05-23T05:42:02,2023-05-23T18:29:21,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-24,36.5,29.5,32.4,47.5,34.9,41.3,26.1,70.4,0,0,0,,0,,39.6,18.9,210.9,1008.8,29.9,6.3,310.8,26.8,10,100,2023-05-24T05:41:55,2023-05-24T18:29:38,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-25,36.5,29.6,32.4,48.6,35.8,41,25.8,69,0,0,0,,0,,43.6,18.1,243.5,1008.8,41.9,5.8,309.7,26.7,10,100,2023-05-25T05:41:48,2023-05-25T18:29:56,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-26,37.8,30.1,32.4,44.7,35,40.1,25.2,67.1,0,0,0,,0,,37.1,22.3,270.7,1009.3,45.1,6.2,279.9,24.2,9,100,2023-05-26T05:41:43,2023-05-26T18:30:14,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-27,36.6,29.1,32.5,46.3,33.7,40,25.2,66.2,0,0,0,,0,,29.2,23.9,259.4,1007.2,37.2,6.6,285.8,24.7,10,60,2023-05-27T05:41:38,2023-05-27T18:30:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-28,37,30.3,32.5,47.8,37.5,42.4,26.7,72.4,0,0,0,,0,,38.5,21.4,232.8,1005.9,46.6,6,258.8,22.4,10,100,2023-05-28T05:41:34,2023-05-28T18:30:49,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-29,36.6,29.9,32.3,51,39.3,43.1,27.2,75.2,0,0,0,,0,,34.6,21.1,187.5,1006.4,41.8,5.9,316.1,27.2,10,100,2023-05-29T05:41:31,2023-05-29T18:31:07,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-05-30,34.4,28.7,31,44.4,32.6,39.5,26.2,76.1,0,0,0,,0,,33.5,26.3,222.1,1007.7,40.6,5.8,289.4,24.8,9,100,2023-05-30T05:41:29,2023-05-30T18:31:25,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-05-31,35.3,28.1,31.3,45.7,32.3,38.7,25.5,72.6,0,0,0,,0,,30.6,19.6,218.6,1007.3,27.4,6,291.5,25.2,9,60,2023-05-31T05:41:27,2023-05-31T18:31:44,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-01,37,29.5,32.4,47.8,36.4,41.7,26.4,71.8,0.1,100,4.17,rain,0,,36,23.1,227.9,991.5,32.4,5.6,279.2,24.1,9,100,2023-06-01T05:41:27,2023-06-01T18:32:02,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-02,41.4,29.7,33.5,50.3,34.1,40.9,24.7,61.2,0,0,0,,0,,35.6,32.7,244.7,1005.1,38.3,6.4,292.8,25.2,9,75,2023-06-02T05:41:27,2023-06-02T18:32:20,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-03,38.8,29.9,33.4,50.8,35.2,42.4,25.7,65.6,0,0,0,,0,,46.4,27.7,220.3,1004.5,35.8,5.6,294.6,25.5,9,60,2023-06-03T05:41:28,2023-06-03T18:32:38,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-04,38,30.4,33.8,45.8,39.5,42.4,25.5,64.1,0,0,0,rain,0,,46.1,25.9,244.4,1004.7,25,6.1,237.5,20.4,9,75,2023-06-04T05:41:30,2023-06-04T18:32:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-05,40,29.3,32.3,50,34.5,39.9,25.2,67.2,0.549,100,4.17,rain,0,,37.8,20.6,228.8,1004.3,50.9,5.1,282.3,24.3,9,75,2023-06-05T05:41:32,2023-06-05T18:33:14,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-06,39.9,28,32.4,48.7,31.9,39.8,25.1,67,8.53,100,8.33,rain,0,,45,25.9,246.4,1003.6,43.2,5.2,240.2,20.8,10,60,2023-06-06T05:41:35,2023-06-06T18:33:32,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-07,37.6,28.6,32.1,47.2,34.5,40.6,26,71.4,0,0,0,,0,,37.4,22.3,218.2,1004,52.9,5.3,282,24.5,9,60,2023-06-07T05:41:39,2023-06-07T18:33:49,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999"
